ID;treatment;site;plot;quadrat;x;y;shrub;compass;distance;year;prec;age;size;fec0;fec1;surv;precNext;ageNext;sizeNext
Control.IV.11.8.96.15;Control;IV;11;8;96;15;NA;NA;NA;2009;27.0764;2;8;0;NA;0;34.86052308;NA;NA
Control.IV.11.8.97.10;Control;IV;11;8;97;10;NA;NA;NA;2009;27.0764;1;5;0;NA;0;34.86052308;NA;NA
Control.IV.11.10.3.96;Control;IV;11;10;3;96;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;1
Control.IV.11.10.24.40;Control;IV;11;10;24;40;NA;NA;NA;2009;27.0764;2;11;1;8;0;34.86052308;NA;NA
Control.IV.11.11.58.46;Control;IV;11;11;58;46;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;2
Control.IV.11.11.62.71;Control;IV;11;11;62;71;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;1
Control.IV.11.13.43.21;Control;IV;11;13;43;21;NA;NA;NA;2009;27.0764;3;38;1;11;0;34.86052308;NA;NA
Control.IV.11.13.66.6;Control;IV;11;13;66;6;NA;NA;NA;2009;27.0764;1;6;0;NA;0;34.86052308;NA;NA
Control.IV.11.13.70.0;Control;IV;11;13;70;0;NA;NA;NA;2009;27.0764;1;5;0;NA;0;34.86052308;NA;NA
Control.IV.11.13.76.14;Control;IV;11;13;76;14;NA;NA;NA;2009;27.0764;1;4;0;NA;0;34.86052308;NA;NA
Control.IV.11.13.77.34;Control;IV;11;13;77;34;NA;NA;NA;2009;27.0764;1;3;0;NA;0;34.86052308;NA;NA
Control.IV.11.13.79.8;Control;IV;11;13;79;8;NA;NA;NA;2009;27.0764;1;4;0;NA;0;34.86052308;NA;NA
Control.V.15.1.42.50;Control;V;15;1;42;50;At;239;15;2009;27.0764;2;4;0;NA;1;34.86052308;3;11
Control.V.15.13.33.2;Control;V;15;13;33;2;NA;NA;NA;2009;27.0764;1;1;0;NA;0;34.86052308;NA;NA
Control.V.15.13.33.2;Control;V;15;13;33;2;NA;NA;NA;2009;27.0764;1;1;0;NA;0;34.86052308;NA;NA
Control.VI.18.2.33.10;Control;VI;18;2;33;10;NA;NA;NA;2009;27.0764;9;26;1;5;1;34.86052308;10;4
Control.VI.18.2.35.17;Control;VI;18;2;35;17;NA;NA;NA;2009;27.0764;3;6;1;1;0;34.86052308;NA;NA
Control.VI.18.2.37.3;Control;VI;18;2;37;3;NA;NA;NA;2009;27.0764;1;1;0;NA;0;34.86052308;NA;NA
Control.VI.18.2.45.42;Control;VI;18;2;45;42;NA;NA;NA;2009;27.0764;3;7;0;NA;0;34.86052308;NA;NA
Control.VI.18.2.51.28;Control;VI;18;2;51;28;NA;NA;NA;2009;27.0764;4;1;0;NA;1;34.86052308;5;6
Control.VI.18.2.51.32;Control;VI;18;2;51;32;NA;NA;NA;2009;27.0764;4;2;0;NA;1;34.86052308;5;9
Control.VI.18.2.53.25;Control;VI;18;2;53;25;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;2
Control.VI.18.2.54.31;Control;VI;18;2;54;31;NA;NA;NA;2009;27.0764;1;1;0;NA;0;34.86052308;NA;NA
Control.VI.18.2.66.34;Control;VI;18;2;66;34;NA;NA;NA;2009;27.0764;13;25;1;4;1;34.86052308;14;30
Control.VI.18.2.67.23;Control;VI;18;2;67;23;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;1
Control.VI.18.2.68.68;Control;VI;18;2;68;68;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;1
Control.VI.18.2.70.28;Control;VI;18;2;70;28;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;3
Control.VI.18.2.70.80;Control;VI;18;2;70;80;NA;NA;NA;2009;27.0764;4;16;0;NA;1;34.86052308;5;28
Control.VI.18.2.75.15;Control;VI;18;2;75;15;NA;NA;NA;2009;27.0764;1;2;0;NA;1;34.86052308;2;6
Control.VI.18.2.80.80;Control;VI;18;2;80;80;NA;NA;NA;2009;27.0764;6;7;1;1;1;34.86052308;7;8
Control.VI.18.2.85.72;Control;VI;18;2;85;72;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;1
Control.VI.18.2.89.11;Control;VI;18;2;89;11;NA;NA;NA;2009;27.0764;13;36;1;3;1;34.86052308;14;19
Control.VI.18.2.95.15;Control;VI;18;2;95;15;NA;NA;NA;2009;27.0764;1;2;0;NA;0;34.86052308;NA;NA
Control.VI.18.2.96.8;Control;VI;18;2;96;8;NA;NA;NA;2009;27.0764;3;44;1;2;1;34.86052308;4;39
Control.VI.18.2.99.20;Control;VI;18;2;99;20;NA;NA;NA;2009;27.0764;2;10;0;NA;0;34.86052308;NA;NA
Control.VI.18.2.99.40;Control;VI;18;2;99;40;NA;NA;NA;2009;27.0764;2;8;1;2;0;34.86052308;NA;NA
Control.VI.18.3.0.59;Control;VI;18;3;0;59;NA;NA;NA;2009;27.0764;1;3;0;NA;0;34.86052308;NA;NA
Control.VI.18.3.3.79;Control;VI;18;3;3;79;NA;NA;NA;2009;27.0764;2;3;0;NA;1;34.86052308;3;4
Control.VI.18.3.22.41;Control;VI;18;3;22;41;NA;NA;NA;2009;27.0764;999;9;0;NA;0;34.86052308;NA;NA
Control.VI.18.3.23.10;Control;VI;18;3;23;10;Cn;315;-15;2009;27.0764;3;1;0;NA;1;34.86052308;4;2
Control.VI.18.3.23.28;Control;VI;18;3;23;28;NA;NA;NA;2009;27.0764;13;8;1;1;0;34.86052308;NA;NA
Control.VI.18.3.30.45;Control;VI;18;3;30;45;NA;NA;NA;2009;27.0764;3;3;0;NA;1;34.86052308;4;5
Control.VI.18.3.33.22;Control;VI;18;3;33;22;NA;NA;NA;2009;27.0764;1;1;0;NA;0;34.86052308;NA;NA
Control.VI.18.3.39.50;Control;VI;18;3;39;50;NA;NA;NA;2009;27.0764;13;10;1;1;0;34.86052308;NA;NA
Control.VI.18.3.42.38;Control;VI;18;3;42;38;NA;NA;NA;2009;27.0764;13;22;1;4;1;34.86052308;14;8
Control.VI.18.3.50.90;Control;VI;18;3;50;90;NA;NA;NA;2009;27.0764;13;13;1;1;0;34.86052308;NA;NA
Control.VI.18.3.54.48;Control;VI;18;3;54;48;NA;NA;NA;2009;27.0764;999;64;1;12;0;34.86052308;NA;NA
Control.VI.18.3.55.82;Control;VI;18;3;55;82;NA;NA;NA;2009;27.0764;7;8;1;3;0;34.86052308;NA;NA
Control.VI.18.3.59.83;Control;VI;18;3;59;83;NA;NA;NA;2009;27.0764;6;13;1;4;0;34.86052308;NA;NA
Control.VI.18.3.60.27;Control;VI;18;3;60;27;NA;NA;NA;2009;27.0764;3;5;0;NA;0;34.86052308;NA;NA
Control.VI.18.3.60.99;Control;VI;18;3;60;99;NA;NA;NA;2009;27.0764;1;3;0;NA;0;34.86052308;NA;NA
Control.VI.18.3.65.80;Control;VI;18;3;65;80;NA;NA;NA;2009;27.0764;7;12;1;5;1;34.86052308;8;13
Control.VI.18.3.67.3;Control;VI;18;3;67;3;NA;NA;NA;2009;27.0764;3;2;0;NA;1;34.86052308;4;5
Control.VI.18.3.79.5;Control;VI;18;3;79;5;NA;NA;NA;2009;27.0764;13;15;1;1;1;34.86052308;14;31
Control.VI.18.3.87.10;Control;VI;18;3;87;10;NA;NA;NA;2009;27.0764;3;3;0;NA;0;34.86052308;NA;NA
Control.VI.18.3.98.36;Control;VI;18;3;98;36;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;3
Control.VI.18.6.39.47;Control;VI;18;6;39;47;At;147;-5;2009;27.0764;7;6;0;NA;1;34.86052308;8;6
Control.VI.18.7.0.32;Control;VI;18;7;0;32;NA;NA;NA;2009;27.0764;3;15;1;9;0;34.86052308;NA;NA
Control.VI.18.7.0.75;Control;VI;18;7;0;75;NA;NA;NA;2009;27.0764;3;11;1;4;1;34.86052308;4;14
Control.VI.18.7.1.24;Control;VI;18;7;1;24;NA;NA;NA;2009;27.0764;999;16;1;10;1;34.86052308;999;6
Control.VI.18.7.17.38;Control;VI;18;7;17;38;NA;NA;NA;2009;27.0764;4;3;0;NA;1;34.86052308;5;11
Control.VI.18.7.19.71;Control;VI;18;7;19;71;NA;NA;NA;2009;27.0764;1;5;0;NA;1;34.86052308;2;4
Control.VI.18.7.20.96;Control;VI;18;7;20;96;NA;NA;NA;2009;27.0764;1;2;0;NA;1;34.86052308;2;2
Control.VI.18.7.25.58;Control;VI;18;7;25;58;NA;NA;NA;2009;27.0764;999;15;1;4;1;34.86052308;999;22
Control.VI.18.7.27.59;Control;VI;18;7;27;59;At;105;-5;2009;27.0764;4;7;1;3;1;34.86052308;5;5
Control.VI.18.7.35.59;Control;VI;18;7;35;59;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;1
Control.VI.18.7.43.8;Control;VI;18;7;43;8;NA;NA;NA;2009;27.0764;13;19;1;6;0;34.86052308;NA;NA
Control.VI.18.7.46.68;Control;VI;18;7;46;68;NA;NA;NA;2009;27.0764;999;8;1;1;1;34.86052308;999;7
Control.VI.18.7.65.85;Control;VI;18;7;65;85;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;1
Control.VI.18.9.2.58;Control;VI;18;9;2;58;At;278;18;2009;27.0764;999;13;0;NA;1;34.86052308;999;15
Control.VI.18.9.16.55;Control;VI;18;9;16;55;NA;NA;NA;2009;27.0764;1;1;0;NA;1;34.86052308;2;3
Control.VI.18.9.42.90;Control;VI;18;9;42;90;NA;NA;NA;2009;27.0764;10;32;1;7;1;34.86052308;11;30
Control.VI.18.12.8.30;Control;VI;18;12;8;30;NA;NA;NA;2009;27.0764;4;7;0;NA;1;34.86052308;5;6
Control.VI.18.13.6.55;Control;VI;18;13;6;55;NA;NA;NA;2009;27.0764;4;11;1;5;0;34.86052308;NA;NA
Control.VI.18.13.10.99;Control;VI;18;13;10;99;NA;NA;NA;2009;27.0764;3;13;1;3;1;34.86052308;4;14
Control.VI.18.13.23.39;Control;VI;18;13;23;39;NA;NA;NA;2009;27.0764;4;3;0;NA;1;34.86052308;5;4
Control.VI.18.13.23.50;Control;VI;18;13;23;50;NA;NA;NA;2009;27.0764;1;1;0;NA;0;34.86052308;NA;NA
Control.VI.18.13.34.0;Control;VI;18;13;34;0;NA;NA;NA;2009;27.0764;1;2;0;NA;0;34.86052308;NA;NA
Control.VI.18.13.35.79;Control;VI;18;13;35;79;NA;NA;NA;2009;27.0764;6;7;1;1;1;34.86052308;7;9
Control.VI.18.13.53.87;Control;VI;18;13;53;87;NA;NA;NA;2009;27.0764;9;15;1;9;0;34.86052308;NA;NA
Control.VI.18.13.55.38;Control;VI;18;13;55;38;NA;NA;NA;2009;27.0764;11;31;1;6;1;34.86052308;12;36
Control.VI.18.13.58.61;Control;VI;18;13;58;61;NA;NA;NA;2009;27.0764;6;9;1;2;1;34.86052308;7;9
Control.VI.18.13.65.46;Control;VI;18;13;65;46;NA;NA;NA;2009;27.0764;4;4;0;NA;0;34.86052308;NA;NA
Control.VI.18.13.71.62;Control;VI;18;13;71;62;NA;NA;NA;2009;27.0764;13;20;1;8;1;34.86052308;14;14
Control.VI.18.13.87.68;Control;VI;18;13;87;68;NA;NA;NA;2009;27.0764;1;1;0;NA;0;34.86052308;NA;NA
Control.VI.18.13.88.82;Control;VI;18;13;88;82;NA;NA;NA;2009;27.0764;4;6;0;NA;1;34.86052308;5;9
